customer_id,age,income,employment_years,credit_score,loan_amount,debt_to_income_ratio,existing_loans_count,missed_payments_last_year,risk_score,default,risk_category,predicted_default_probability
28,64,783075,4,587,129314.90072408604,0.1651373121656112,0,4,0.4090680987967586,1,Medium,0.324612
29,45,2077310,27,776,1580310.7712124286,0.7607486466692157,1,0,0.2340053812818951,0,Low,0.04590455
30,47,627370,1,324,389036.2689929771,0.6201065862138405,5,0,0.6550823613986123,1,High,0.9239481
31,62,1557427,22,730,496938.949374396,0.3190768808903377,1,4,0.3165154729143746,0,Medium,0.08807081
32,48,2464533,29,577,755987.3262054402,0.3067466843436222,4,5,0.4469714800721876,1,Medium,0.46696973
33,36,1133142,25,616,823400.9665372723,0.7266529407058183,6,5,0.5884744386106942,1,Medium,0.8243893
34,35,578910,25,657,129848.2187695586,0.2242977643667558,5,2,0.3797960599662582,0,Medium,0.24774623
35,64,402416,6,575,190956.89616809963,0.4745261027595812,5,3,0.5295228662662019,0,Medium,0.6154701
36,23,1397034,27,643,837456.2120995881,0.599452992625511,4,0,0.3564507969666606,0,Medium,0.15730432
37,57,1142653,9,730,431320.9373912559,0.3774732463759828,2,2,0.3047235942102615,0,Medium,0.06640705
38,27,2136517,4,738,273328.1232281924,0.127931639780162,6,4,0.3371126609430454,0,Medium,0.1397334
39,41,651637,14,761,169054.9490670235,0.2594311696036651,0,5,0.3391237842237632,0,Medium,0.12914439
40,29,1203282,11,569,879918.8494665541,0.7312656962096616,1,2,0.4595590886791618,0,Medium,0.47025716
41,59,477946,9,730,222810.4324075684,0.4661832767876881,2,5,0.4390538802926026,1,Medium,0.24270256
42,38,1243652,21,320,834252.7959540796,0.6708088725415788,6,0,0.6119481620407832,1,High,0.8867221
43,24,1380109,16,442,674845.5331426513,0.4889798799534322,1,3,0.5123960468539408,1,Medium,0.66222185
44,45,1194576,19,652,908500.6919613344,0.7605214669986123,0,4,0.4553212533997225,1,Medium,0.50638324
45,34,1164899,19,764,857824.4628374653,0.7363938528897916,1,4,0.3946957975909454,0,Medium,0.27962926
46,29,563503,10,767,246826.5022358913,0.4380216294072814,3,0,0.26983043964769,0,Low,0.058502782
47,46,2326393,7,812,750940.6253998617,0.3227918178054446,6,5,0.3438987474571929,0,Medium,0.15201044
48,22,631922,14,763,329337.62040590897,0.5211681511419273,4,2,0.3581299104015456,0,Medium,0.14836463
49,40,1594416,1,693,912677.8024997008,0.5724213771686315,5,3,0.4620452977713886,0,Medium,0.42988247
50,48,2285196,16,357,1025706.9444535238,0.4488485646104421,1,4,0.5522572128762517,1,Medium,0.7616271
51,27,1860121,22,425,1256694.5012546396,0.675598254766566,0,0,0.4355171824948151,0,Medium,0.4368304
52,64,1983959,5,760,452997.28952627006,0.2283299652494179,6,0,0.2259613127035632,0,Low,0.039205667
53,28,743035,20,351,248239.28619740956,0.3340882814368227,0,1,0.4894036155947238,0,Medium,0.58633584
54,55,2335115,27,568,1355448.9094122355,0.5804634501565171,3,5,0.4985712069144202,1,Medium,0.5881033
55,34,2179466,12,395,594293.9681525306,0.2726787057712901,0,1,0.3945948633920202,0,Medium,0.27209803
56,37,1210657,28,572,493816.48334511794,0.4078913212785438,3,2,0.4163664938840115,1,Medium,0.2937981
57,56,1306247,28,622,1011836.5378577972,0.7746134826398049,2,0,0.3797834300523676,0,Medium,0.214893
58,60,989317,7,432,532364.5177692544,0.5381131808806019,1,5,0.6108356704618345,1,High,0.84332746
59,24,658332,10,388,503189.52317703306,0.764340064248788,7,2,0.6896256419406666,1,High,0.93041503
60,22,1051240,14,304,636745.5105257231,0.6057089822740032,7,2,0.6932134085760127,1,High,0.94145197
61,26,421292,12,656,255836.61890863584,0.6072667387670211,0,3,0.4257485209002573,0,Medium,0.3390262
62,62,390570,17,642,200870.15942972855,0.514300021583144,4,1,0.4122992533786778,0,Medium,0.27483106
63,24,1295791,17,503,258569.9320984988,0.1995460163703087,1,2,0.3887370149335133,0,Medium,0.2918965
64,49,1841121,24,770,853911.9264655971,0.4638000036204014,6,3,0.3497385373474569,0,Medium,0.14508481
65,38,2260299,16,763,625800.7122322565,0.2768663403524297,3,3,0.2590644402324416,0,Low,0.059588354
66,46,1184807,21,796,946744.663172294,0.7990707880458962,1,5,0.4156166828039844,0,Medium,0.2405205
67,64,2388140,12,362,685093.7413433302,0.2868733580708544,7,1,0.5100868338519331,0,Medium,0.588491
68,54,1719600,28,538,449641.1634914148,0.2614800904230139,1,1,0.3297914627778406,0,Medium,0.13544244
69,30,2286205,2,839,1227047.8520622563,0.5367182085868313,0,0,0.1562287750506996,0,Low,0.021338878
70,56,2197459,28,497,1005698.2477041568,0.4576641692537411,4,2,0.448861970492038,0,Medium,0.43253356
71,34,345708,20,329,39738.111054774105,0.1149470392781599,2,3,0.5640398757344198,1,Medium,0.74820083
72,51,1824616,23,508,347905.4176443671,0.1906732252947289,4,0,0.3440958925048332,0,Medium,0.18126458
73,35,1515442,6,362,1011906.1764942786,0.6677300592792589,5,5,0.719188072115592,1,High,0.9590962
74,28,1670092,28,356,732476.2453294098,0.4385843686032924,3,2,0.5415822488035067,0,Medium,0.72869974
75,34,1257642,11,732,254308.60676031184,0.20221065037611,5,2,0.3049892639280359,0,Medium,0.07873917
76,43,353024,3,607,150271.65335176545,0.4256697939850136,6,0,0.4363636481476521,0,Medium,0.3022441
77,60,1751469,23,765,485514.8399780783,0.2772043581576826,4,3,0.2907825445319694,0,Low,0.08291193
78,41,1523759,26,406,390865.55083515873,0.2565140227786406,4,0,0.4337444599477435,0,Medium,0.3941583
79,36,842112,26,600,648769.5635984179,0.7704076935115731,3,2,0.4860488143540703,1,Medium,0.59498465
80,38,818534,25,345,289283.96884688194,0.3534171688004187,6,0,0.5488661496841597,1,Medium,0.7577759
81,44,2232159,10,376,295765.0257220127,0.1325017732706374,6,0,0.4336555530956859,0,Medium,0.4542396
82,46,348926,13,468,271893.1432036505,0.779228670846112,4,5,0.6992653175458458,1,High,0.92907006
83,45,1516508,17,428,995417.2017010028,0.6563877023405105,2,2,0.5332896591405408,1,Medium,0.7085482
84,61,2097613,6,567,583323.761455375,0.278089314594911,1,1,0.3103756805813198,0,Medium,0.08541244
85,49,2212878,4,718,854667.221779438,0.386224284293774,2,5,0.3713011654301834,0,Medium,0.14445902
86,35,2118317,15,460,1490453.5653513402,0.7036027022165899,5,3,0.5718482500537075,1,Medium,0.83212906
87,21,663114,10,357,232215.5359167736,0.350189463526292,1,2,0.5406172288091544,1,Medium,0.7521819
88,45,783791,21,683,389687.4270418759,0.4971828294046192,1,5,0.4431888219848199,0,Medium,0.35354286
89,27,1970930,2,809,935008.8150896528,0.4743998087652289,4,5,0.3826098613201453,0,Medium,0.16542692
90,29,2458714,15,729,936539.3673861172,0.3809061840401597,1,1,0.2053683910937462,0,Low,0.023497244
91,44,2350181,10,639,1287079.7533745228,0.5476513312696013,3,0,0.3017438054746995,0,Medium,0.09045387
92,21,1096266,9,325,472823.3803932928,0.4313035161113204,2,1,0.5450724008846018,1,Medium,0.7340811
93,64,1034769,22,671,118854.95824728964,0.114861344171781,1,2,0.2741241401161179,0,Low,0.09991173
94,28,331568,22,335,222173.164765628,0.6700681753535563,7,5,0.8028260138849405,1,High,0.9788673
95,44,1097278,1,830,196642.1456919049,0.1792090479276035,4,5,0.3618208194556506,0,Medium,0.16235338
96,31,961259,15,566,408403.3360150908,0.4248629516239544,4,2,0.4506423601949207,0,Medium,0.3807541
97,37,910326,16,731,460561.7371813053,0.505930553649248,4,0,0.3035255535411559,0,Medium,0.06942753
98,28,1545749,9,318,917949.5944342576,0.5938542379353037,0,5,0.6554863421325153,1,High,0.90288585
99,55,1256277,17,638,486879.6672733575,0.3875575747015646,2,2,0.3562965099763879,0,Medium,0.14445938
100,55,1718180,11,439,1056481.289612283,0.614883940921372,4,4,0.6012712332059194,1,High,0.871871
101,53,801994,7,366,153938.78589064954,0.1919450593029992,6,1,0.5425235375748856,1,Medium,0.7005208
102,25,374723,26,829,208875.05332926984,0.5574118837895454,3,4,0.376417939682392,0,Medium,0.20922524
103,62,2338842,25,668,1586757.5330506803,0.678437249309992,4,4,0.4389409626691912,0,Medium,0.48543894
104,59,2176624,2,560,1572851.9685534174,0.7226107809862509,0,1,0.405335984076038,1,Medium,0.20549922
105,61,1833017,26,502,926950.3677997373,0.5056965471677225,7,2,0.5129768785917936,0,Medium,0.6610487
106,48,1092515,19,709,348541.38812746457,0.3190266386525261,7,1,0.3448320004577779,0,Medium,0.13729191
107,27,2016534,23,379,432243.1719943482,0.2143495581995385,2,0,0.3946739196052756,0,Medium,0.2827815
108,29,1693196,2,412,578888.6886959547,0.3418911270142114,1,4,0.5469967057491626,0,Medium,0.6772909
109,28,1335211,5,436,638206.9059277389,0.4779820612081078,2,5,0.6008806129342623,1,High,0.8200642
110,32,2489568,1,488,591101.010157555,0.2374311567940923,1,4,0.4625528620081691,0,Medium,0.39724648
111,54,947122,2,576,726215.6757568975,0.7667604339851651,6,2,0.5688784622082884,1,Medium,0.75964445
112,53,2061331,16,402,1500638.2495138166,0.7279948002110367,1,1,0.4984046963600071,1,Medium,0.5798993
113,43,2177329,8,406,267963.95929740823,0.1230700364058019,4,5,0.5383202700805831,1,Medium,0.7345787
114,44,615315,3,472,303579.96671469224,0.4933732587612722,5,3,0.6010360777262804,1,High,0.85767746
115,57,450594,21,630,294019.86352266767,0.6525161531726291,3,5,0.5498820680371231,1,Medium,0.712607
116,55,1020892,22,490,277452.2821326638,0.2717743719538049,3,2,0.4498150724257694,0,Medium,0.40711248
117,64,1382121,1,524,645073.6892276242,0.4667273626749208,5,2,0.5269437494181011,0,Medium,0.629192
118,60,485151,23,622,186392.25741995484,0.3841943176865653,4,2,0.423833256437746,0,Medium,0.32355806
119,42,2432942,27,807,578024.1628114787,0.2375823849526535,0,1,0.1111338619255956,0,Low,0.010371969
120,47,496211,8,847,263148.7163932841,0.530316168713076,1,2,0.2735207100485315,0,Low,0.086080454
121,55,2136082,13,433,1699433.778599162,0.7955845227847818,5,0,0.5176086894920213,1,Medium,0.6339045
122,21,446192,25,336,158710.97726718042,0.3557010821959614,3,0,0.527086742233398,1,Medium,0.73393667
123,55,564130,10,392,274542.4989525636,0.4866653057851268,7,4,0.6953133157024799,1,High,0.949456
124,57,2113065,1,374,696251.2769743754,0.3294982771350504,2,4,0.5828575749075295,1,Medium,0.7600393
125,34,1062857,20,482,758735.383206196,0.7138640317617478,0,1,0.4692022492960725,0,Medium,0.45340905
126,23,692977,1,758,488702.5498720568,0.7052218902965852,4,3,0.4690136097476287,1,Medium,0.47935867
127,21,1612896,26,708,363129.6176294106,0.2251413715635792,0,4,0.2945797743800559,0,Low,0.114795566
128,25,908546,4,506,663206.0649254452,0.7299642119666426,6,4,0.6542743790167052,1,High,0.9236245
129,46,677332,6,544,139568.38879391964,0.206056097739247,6,4,0.5288452122751222,1,Medium,0.7136516
130,34,384153,21,632,64079.78276696572,0.1668079717377339,3,5,0.4541253444774169,0,Medium,0.43916392
131,59,2065854,3,824,1150792.711309831,0.5570542309910723,7,4,0.390322140743669,0,Medium,0.22167456
132,47,1083930,13,593,401198.1262328887,0.3701328741089265,5,2,0.4327862579386684,1,Medium,0.3920429
133,29,1058272,1,572,498994.7365268566,0.4715184154233095,6,4,0.5845961797080386,1,Medium,0.80179864
134,35,1426018,22,678,794006.1769218285,0.5567995473562245,6,5,0.5038358467270326,0,Medium,0.52904487
135,35,2272690,11,325,311326.8633718172,0.1369860664550894,6,1,0.4946281414295461,0,Medium,0.62122107
136,46,1608064,9,843,490567.6136820872,0.3050672197636954,4,5,0.3182882865501417,0,Medium,0.12353043
137,62,378947,24,390,160156.04488811383,0.422634418238207,3,2,0.568953419232057,1,Medium,0.7605456
138,33,2253980,0,775,646015.8829680621,0.2866111868641523,1,5,0.3791760243858174,0,Medium,0.15871096
139,52,2493648,18,487,334846.9761365745,0.1342799689998646,6,2,0.4090875174089954,0,Medium,0.4189924
140,59,2075373,22,494,333457.6538713757,0.1606736012617373,6,1,0.3957273665990442,1,Medium,0.2761929
141,52,1268410,15,833,838702.5099441461,0.6612235081276134,6,3,0.3742907691579902,1,Medium,0.2588225
142,24,994934,14,384,734232.1717235274,0.7379707314490482,0,4,0.6310089075019308,1,High,0.8790588
143,50,1340835,13,376,276967.3180450316,0.2065633117013142,5,0,0.467887054548055,1,Medium,0.5524092
144,57,2178292,8,629,597904.9292306695,0.27448337010404,1,3,0.323798183053997,0,Medium,0.10561882
145,43,569482,28,682,316959.2068535413,0.5565745833117488,2,4,0.4474644320049382,0,Medium,0.4179597
146,59,1492148,20,732,1145955.1055069552,0.7679902432647131,1,0,0.2880506567914708,0,Low,0.07955591
147,35,442617,22,676,137084.14880120876,0.3097127963932898,0,2,0.3193129780928872,0,Medium,0.11424559
148,63,1568962,14,640,1096154.5770125422,0.6986495383652008,2,5,0.495845886547499,0,Medium,0.4852921
149,49,1240325,25,476,563377.0119895393,0.4542172511152635,7,2,0.5430766040692065,0,Medium,0.6240833
150,56,2401847,6,725,1848439.9483201788,0.7695910473565464,3,2,0.3545326411596209,0,Medium,0.14005832
151,33,1032426,3,723,201716.49007126148,0.1953810636997339,5,4,0.3950259259867,0,Medium,0.2036946
152,52,1330120,20,473,1039582.791213085,0.7815706787455906,7,1,0.5777803314201138,0,Medium,0.7647099
153,27,1334780,17,705,545504.6169979896,0.4086850394806557,7,2,0.3861740907244139,0,Medium,0.1907399
154,42,1764123,7,381,1353182.6724937635,0.7670568732983832,2,2,0.5823724286856506,1,Medium,0.7881816
155,48,1732002,11,320,729316.8613195658,0.4210831519360635,0,2,0.5205426109932733,0,Medium,0.6666897
156,22,2056608,14,697,968780.610382618,0.4710574938844047,6,5,0.4516917675214696,1,Medium,0.41921452
157,62,1049045,14,629,695876.1400922948,0.6633425068441247,4,4,0.5151525888147124,1,Medium,0.6972147
158,26,1417330,16,524,858675.1370670757,0.6058399505175758,2,0,0.4063831170706656,0,Medium,0.29004377
159,48,1172109,1,701,625580.7398036888,0.5337223242920999,3,3,0.4375354295337447,0,Medium,0.37975568
160,48,687405,11,737,269384.4071809052,0.3918860165126893,2,2,0.3196948561163907,0,Medium,0.08504774
161,64,667482,2,571,437005.0424440366,0.6547068571797241,5,3,0.5765494507433042,1,Medium,0.7961161
162,64,864365,6,579,660167.2683125365,0.7637598333025244,1,1,0.449203340686479,0,Medium,0.4040331
163,40,642059,5,522,68615.32227624001,0.1068676278601187,4,1,0.4082279621088203,1,Medium,0.35542637
164,50,2008175,13,808,1027164.578598176,0.5114915675168629,0,1,0.1858414433735024,0,Low,0.02151845
165,31,1640389,22,641,1158420.813074105,0.706186650284844,4,2,0.4301124532867824,0,Medium,0.4048929
166,48,2210155,26,341,1231451.4579838791,0.5571787761418902,1,3,0.5549280641268868,1,Medium,0.7918844
167,45,2008086,4,475,1326502.41473186,0.6605804804833358,6,0,0.4961433054473165,1,Medium,0.583812
168,59,981376,29,544,713011.6400956314,0.7265427726942898,7,4,0.6241141205994639,1,High,0.8936252
169,53,2015872,3,552,1261261.988360815,0.6256657110971405,4,3,0.5062774829986489,1,Medium,0.6670527
170,21,1256740,14,573,756447.1142938093,0.6019121809553363,6,4,0.5587665158447469,0,Medium,0.7588675
171,47,1493669,6,633,1158074.6215653569,0.7753221239547429,6,3,0.5234085738818577,1,Medium,0.62692624
172,33,534456,2,310,376566.6132626689,0.7045792605241009,1,2,0.6707930233602313,1,High,0.9116028
173,61,716460,12,451,480575.9399088919,0.6707645087079417,5,0,0.5385244717715584,1,Medium,0.73530626
174,23,1804819,9,488,289641.5986504437,0.1604823523303133,7,2,0.460267346829699,0,Medium,0.4589188
175,59,2118249,22,510,566252.2676511322,0.2673209181975925,2,1,0.3480171146615399,0,Medium,0.14439486
176,26,601129,1,396,294390.4345025617,0.4897292170275626,0,0,0.5128097743146034,1,Medium,0.6799411
177,28,1321480,11,638,788516.6412654818,0.5966920734823696,1,5,0.4740073532246125,0,Medium,0.4217612
178,47,2267582,27,346,708053.4439260575,0.3122504253103338,6,5,0.6317597920750538,1,High,0.8980338
179,29,1140268,23,356,188520.1426244385,0.1653296791845763,1,3,0.5102712331529325,1,Medium,0.5657576
180,57,2234722,27,374,710126.3378707009,0.3177694307706734,2,2,0.4692169542060827,1,Medium,0.5436465
181,53,1876634,21,553,1200521.1026886797,0.6397204264063635,1,4,0.4807098941124415,1,Medium,0.6316712
182,62,1129297,11,469,806522.1451624873,0.7141807205389612,0,2,0.5084521428956711,1,Medium,0.6890711
183,64,2450963,18,445,1811341.4452598968,0.7390325538410399,3,2,0.5156155642473603,1,Medium,0.7044138
184,44,352635,18,332,128784.6559799976,0.3652066754009034,4,3,0.6409783137541384,1,High,0.90647143
185,35,320946,20,814,115789.93581295646,0.3607770024021376,5,3,0.3484171275799946,0,Medium,0.12138797
186,52,1283638,2,556,493809.4152363016,0.3846952296802537,5,1,0.4474463397888646,0,Medium,0.3530145
187,52,1701823,5,425,617875.1390754516,0.3630666285950135,1,0,0.4059473321259291,0,Medium,0.3241143
188,44,2361892,1,412,1337628.3063888932,0.5663376252550468,4,2,0.5646619749211392,0,Medium,0.78255945
189,61,1777310,23,641,623527.0619138685,0.350826283492395,5,4,0.427668094793717,1,Medium,0.4125851
190,32,396748,12,347,45324.791314680166,0.114240755629972,4,5,0.6419043050520683,1,High,0.8933542
191,59,1748598,26,663,712234.0770995279,0.4073172204815103,5,5,0.4556517992285772,0,Medium,0.4531467
192,22,929021,27,697,238671.4836713085,0.2569064463250115,3,3,0.3480126570572101,0,Medium,0.15984692
193,23,1258395,26,494,151215.0307067338,0.1201649964492339,7,3,0.4939463575390049,0,Medium,0.50763667
194,57,1215767,8,620,522281.4258603866,0.4295900660738337,1,1,0.3390477949752284,0,Medium,0.13285972
195,37,601364,12,437,146833.96027640562,0.2441681914388051,6,0,0.4810038535125363,1,Medium,0.53893596
196,22,1627878,22,654,678693.7080403736,0.4169192703878138,0,5,0.397343832891792,0,Medium,0.26344132
197,22,2409571,13,369,709437.9190905743,0.2944249906272005,1,1,0.4200216386449206,1,Medium,0.35073566
198,48,681856,18,782,356335.3608177545,0.5225962091963032,4,3,0.3729237441495819,0,Medium,0.15822168
199,43,2011909,10,358,1596679.4927837406,0.7936141708117717,2,4,0.648999720915601,1,High,0.88232565
200,57,1063361,13,688,513669.6577079138,0.4830623444981655,3,1,0.3371689379905422,0,Medium,0.13424006
201,52,684793,15,650,378572.1569317255,0.5528271418249391,0,2,0.376696435637715,0,Medium,0.21651597
202,53,1348025,9,638,1002247.1923397942,0.7434930304258409,0,3,0.4296866969942591,1,Medium,0.35814723
203,21,1961127,19,735,709536.3220483691,0.3618002924075642,4,3,0.3192396538061881,0,Medium,0.09890315
204,39,359155,15,749,77787.19593791876,0.2165839148499081,0,1,0.2294733102427089,0,Low,0.038016837
205,22,1873780,27,676,558307.9249667284,0.2979580980513873,4,4,0.3760819780518358,0,Medium,0.24746412
206,64,762326,25,690,291175.3391826116,0.3819564585001844,7,1,0.3815625873643725,0,Medium,0.17134015
207,46,776377,1,780,428181.5246242548,0.5515123768790868,0,4,0.3937928499212719,0,Medium,0.1986403
208,52,698422,24,413,72085.26648325524,0.1032116206008047,0,3,0.46479635321107,1,Medium,0.5151612
209,26,421937,15,471,294245.467442396,0.6973682503368891,7,1,0.6000279882491959,1,High,0.82620907
210,52,1433629,13,317,219726.2685426188,0.1532657811348813,5,0,0.4910612429802231,0,Medium,0.6133059
211,24,678355,20,534,495510.24648125033,0.7304586042429854,5,5,0.6462389061299824,1,High,0.8910355
212,31,2191369,27,609,1675529.8641087806,0.7646041648434292,4,1,0.4093439950466079,0,Medium,0.2788913
213,37,1648416,17,580,1307312.5012214032,0.7930719558784938,3,1,0.4429086314065789,0,Medium,0.38640752
214,58,1975259,25,495,1316820.4941389412,0.6666571290848142,0,0,0.3840763105722076,0,Medium,0.26335984
215,44,1339474,5,414,266955.652127212,0.1992988681581068,1,0,0.3946877400385478,0,Medium,0.31650826
216,25,2259129,6,696,1342638.6123359904,0.5943169302576304,7,2,0.4007839403372404,0,Medium,0.22843708
217,54,849391,12,717,205828.5920456788,0.2423249034257236,2,0,0.2353894405852446,0,Low,0.03783809
218,26,727479,1,583,529597.0624901376,0.7279894849062827,7,4,0.6564078278903475,1,High,0.9035442
219,42,2130641,14,627,685265.5962309606,0.3216241479587413,5,5,0.4491035185960772,0,Medium,0.41586432
220,31,1818413,16,640,597816.3371426698,0.3287571839525288,7,5,0.4825336333680459,0,Medium,0.5192824
221,36,1660764,12,520,1232880.2908357305,0.7423573071404068,6,2,0.5454474948346747,0,Medium,0.7740835
222,53,1930594,6,308,210940.07810801672,0.1092617495485931,7,4,0.6238233951045238,1,High,0.84249526
223,29,2080192,0,381,490459.985610837,0.2357763060384988,4,2,0.5795449838051024,1,Medium,0.7505147
224,26,1425832,2,593,563706.3692490931,0.3953525865944186,0,2,0.3789160251976716,0,Medium,0.17007713
225,36,1896436,19,674,1119855.1243564314,0.5905050971171352,5,5,0.4806721508519984,0,Medium,0.56360507
226,49,862834,17,833,477402.8737191303,0.5532963162313148,3,4,0.3553767834771432,1,Medium,0.19308518
227,23,1140597,6,714,648530.1236060173,0.5685883126170044,5,3,0.4303535227831412,0,Medium,0.26369742
228,40,1150122,20,398,823505.086751811,0.716015419887465,7,5,0.7395964723757613,1,High,0.95763636
229,56,746880,16,681,137964.63603351123,0.1847212886052796,1,3,0.3247825794934012,0,Medium,0.12203566
230,39,1030559,27,803,479738.8048454639,0.4655131873531393,7,1,0.3153607969511473,0,Medium,0.077552974
231,46,821727,11,746,499473.9235231845,0.607834382371742,4,3,0.4103558051323571,0,Medium,0.24956197
232,23,2434100,15,643,1327273.1313451964,0.5452829100469152,1,5,0.4139555690223701,1,Medium,0.2996507
233,39,2162015,23,724,894684.7964143468,0.4138198839574872,5,1,0.2820604330685537,0,Low,0.042567704
234,40,1973683,9,605,221013.43703155115,0.1119802101105147,2,3,0.3279292415026224,0,Medium,0.15646963
235,52,1832713,22,447,260825.4571926321,0.1423165859535192,3,1,0.3888143115893486,0,Medium,0.26212627
236,27,846312,15,753,155094.23054862695,0.1832589287976856,4,5,0.377919435629667,0,Medium,0.18624406
237,61,2116344,19,332,720105.9967426234,0.3402594269847545,4,1,0.5051773461761716,1,Medium,0.67788523
238,53,2305464,17,800,420418.4597198679,0.1823574168670028,0,5,0.2316266607471379,0,Low,0.047332868
239,60,1582322,14,618,630171.7924388968,0.3982576191438258,1,0,0.2849473884175097,0,Low,0.079040565
240,59,711373,22,492,160094.06213818476,0.2250493934099055,4,5,0.5558638237299766,1,Medium,0.7023975
241,38,1843912,10,479,1190090.9311290593,0.6454163382683443,1,1,0.4447943201212014,1,Medium,0.4145958
242,60,2005692,17,817,1424124.21865713,0.710041331698551,2,5,0.3669075704666943,0,Medium,0.14062998
243,21,1308507,5,690,487750.2441962397,0.3727532555777231,0,5,0.3906952196003931,0,Medium,0.24826403
244,31,926776,0,820,424400.6056925165,0.4579322357209471,6,4,0.4793206019493842,0,Medium,0.34867603
245,48,2061987,29,656,1582466.4982532652,0.7674473690926592,7,4,0.5177978726064106,1,Medium,0.6707869
246,45,1282099,22,763,608811.6703372976,0.4748554287440343,7,1,0.3333985881993997,0,Medium,0.08741324
247,43,1850642,6,398,1474131.2004204353,0.7965512510903975,2,4,0.6357780767115859,1,High,0.86351556
248,51,2091825,11,447,417301.7161159176,0.1994916955844382,7,3,0.5110132179047665,0,Medium,0.61504036
249,50,816031,19,615,574125.5417581612,0.703558494417689,0,4,0.4826159134289924,1,Medium,0.62562406
250,62,347367,3,481,155635.04080064996,0.4480421018710757,0,0,0.4355319221923969,0,Medium,0.2769793
251,55,2111408,9,846,244711.92934380757,0.1158998778747677,1,4,0.1855548244061224,0,Low,0.032976642
252,27,1801604,20,602,1406252.9181322274,0.780556059007544,6,3,0.5223414240958811,0,Medium,0.6954343
253,36,1932748,1,303,1498910.878693223,0.7755335298203506,6,5,0.8116019807692649,1,High,0.9723876
254,46,968640,8,406,356740.0266443263,0.368289588128021,5,3,0.5899974547107413,1,Medium,0.8191209
255,22,664716,9,374,510435.0506467569,0.7678994497601335,0,1,0.5699003408611176,0,Medium,0.77707547
256,21,1433397,19,339,284825.65870906337,0.198706749566982,2,2,0.5011587166666431,1,Medium,0.5723162
257,32,1956447,10,418,1127064.311685595,0.5760770987844777,5,3,0.5823861111854668,1,Medium,0.8584218
258,25,544697,24,372,127649.90035958998,0.2343502908214842,2,1,0.4918354249175436,1,Medium,0.5415675
259,57,1358783,13,503,370476.3502101224,0.2726530654343794,6,1,0.4438546177622005,0,Medium,0.37509942
260,52,1026487,2,395,662634.5235312536,0.6455362060418238,5,4,0.7023551205157241,1,High,0.95804846
